url,title,description,favicon,emails,numbers,socials,street,city,region,postalCode
https://fivesense.ca/,Fivesense Technologies Inc.,A team of experienced web application designers available to find a solution for your online presence.,wp-content/themes/fivesense/images/favicon.ico,['info@fivesense.ca'],['6137997860'],[],['708 Beaudelaire Drive '],Ottawa,ON,K4A 0S4
https://www.sweptworks.com/,Swept - Trusted Janitorial Software for Cleaning Companies,Easy to use janitorial software to simplify and grow your commercial cleaning business with confidence. Book a demo today!,wp-content/uploads/2022/06/cropped-favicon-32x32.png,['contact@sweptworks.com'],[],"['facebook.com/tr?id=496502347162556&ev=PageView&noscript=1', 'px.ads.linkedin.com/collect/?pid=1032940&fmt=gif', 'facebook.com/sweptworks/', 'twitter.com/sweptworks', 'instagram.com/sweptworks/', 'youtube.com/c/Sweptworks', 'ca.linkedin.com/company/swept']",[],PO,Box,27172
https://alkaloid.ca/,"Alkaloid Networks – PC or Mac, we've got your back.",,wp-content/uploads/2019/02/cropped-an-emblem-32x32.png,[],"['2508094357', '2504908000']",[],['1475 Fairview Road '],Fairview,Road,V2A 7W5
https://pythian.com/,Pythian,Pythian is a global IT consulting and managed services provider. Discover how we leverage disruptive technologies to optimize revenue-generating systems.,favicon-32x32.png,[],"['6151111200', '6151111024', '6151111600', '6151111536', '6151112048', '6151111980', '6783581329', '8667984426', '6135658696', '2127964944', '6126053500']","['linkedin.com/company/pythian/', 'facebook.com/pythian1/', 'twitter.com/Pythian']",[],,,
https://qaconsultants.com/,QA Consultants - Software Testing & QA services,QA Consultants is an award-winning provider of software testing and QA services. Specializing in Automation & Performance Testing.,wp-content/uploads/2020/10/cropped-qac-logo-table-32x32.webp,[],['4162385333'],"['linkedin.com/company/qa-consultants/', 'youtube.com/user/QAConsultants', 'facebook.com/qactesters', 'twitter.com/qaconsultants', 'linkedin.com/company/qa-consultants', 'youtube.com/channel/UCYMLlhNejUkxlXyfwxPT5Dg']",['2 Sheppard Avenue East'],Toronto,Ontario,M2N 5Y7
https://www.dashdigitalgroup.com/,Dash Digital Group,,./themes/dash/favicon/favicon-16x16/index.png,['info@dashdigitalgroup.com'],[],"['facebook.com/DashInternet', 'twitter.com/DashDG', 'linkedin.com/company/dash-digital-group']",[],,,
https://www.knowledgecomputers.net/,Knowledge Computers,"High quality used cisco, reliable network equipment and refurbished server supplier, over 36 years experience, save up to 95% off list.",wp-content/uploads/2016/05/favicon.ico,['sales@knowledgecomputers.net'],"['8009676609', '8009676607', '8523598465', '2507480818', '2507483388', '7632337500', '7632310830']","['facebook.com/knowledgecomputers', 'twitter.com/greencisco']",[],Duncan,BC,V9L 6W3
https://iversa.ca/,Interaction Versa Inc.,,wp-content/uploads/2017/02/cropped-iVersa_9-32x32.png,[],"['8007832701', '2892985003']",[],[],Hawkesbury,ON,K6A 0C6
https://fencecore.com/,Fencecore.com,"Business Never Stops. Neither do We. - Committed to 24/7 availability and end-to-end support, our team of technical specialists provide timely and effective IT solutions.",cdn.shopify.com/s/files/1/0502/4160/1689/files/favi_32x.png?v=1613797201,"['jbrick@fencecore.com', 'sales@fencecore.com', 'careers@fencecore.com']","['8332888414', '8556670355', '5142888414']","['linkedin.com/company/paysafegroup/', 'facebook.com/fencecore', 'instagram.com/fencecore/', 'linkedin.com/company/fencecore-solutions/']",[],Laurent,Quebec,H4T 2B3
https://www.smetechs.com/,SME Techs | IT Consulting for business and home,"SME Techs provides efficient and reliable IT consultation, management and support in the Vancouver, BC area. As a boutique technology firm, we make customer service our commitment with solutions that are tailored to your needs. With over 15 years of experience, our consultants specialize in Mac, PC, iPhone, iPad, Google G Suite and Office365 support for business and home.",SME16px.ico,[],['6047742981'],[],[],,,
https://www.trccompanies.com/,TRC,"TRC helps our clients design, build, operate and maintain our country's critical assets and infrastructure across several end markets. Learn more.",wp-content/themes/trc/static/favicons/favicon-32x32.png,[],[],['facebook.com/TRCCompanies/'],[],,,
